URL,Status
https://www.nytimes.com/video/world/middleeast/100000010140613/israel-gaza-medics-attack-idf.html,200
http://www.nytimes.com/indexes/2015/05/03/magazine/index.html,301
https://www.nytimes.com/2025/06/06/podcasts/karol-gs-love-letter-to-latinas-plus-4-more-new-songs.html,200
https://www.nytimes.com/2025/10/03/dining/dan-dan-noodles-but-make-them-a-big-salad.html,200
https://static01.nyt.com/bestsellers/images/9781250374042.jpg,200
https://www.nytimes.com/athletic/newsletters/moneycall/,200
https://cn.nytimes.com/lens/20180426/sim-chi-yin-a-patient-photographer-wins-chris-hondros-award/zh-hant/,200
https://static01.nyt.com/images/2024/08/24/magazine/24mag-cover/24mag-cover-blog480.jpg,200
https://www.nytimes.com/2010/07/29/world/asia/29iht-letter.html,200
https://www.nytimes.com/issue/magazine/2021/03/19/the-32121-issue,200
https://www.nytimes.com/athletic/6594361/2025/09/03/club-world-cup-plans-uefa-ceferin/,200
https://static01.nyt.com/images/2022/02/26/autossell/Trayvon_thumb2/Trayvon_thumb2-square320.jpg?quality=75&auto=webp&disable=upscale,200
https://static01.nyt.com/images/2025/10/04/multimedia/04bouienewsletter-zlpk/04bouienewsletter-zlpk-square320.jpg?quality=75&auto=webp&disable=upscale,200
https://static01.nyt.com/athletic/uploads/wp/2024/07/15153155/0716_YouTubeGolf.png?width=1920&quality=70&format=auto,200
https://www.nytimes.com/issue/magazine/2018/04/12/41518-issue,200
https://static01.nyt.com/images/2025/10/04/multimedia/04dc-workers1-kvcz/04dc-workers1-kvcz-square320.jpg?quality=75&auto=webp&disable=upscale,200
https://static01.nyt.com/athletic/uploads/wp/2025/02/03135900/GettyImages-1715821405-1024x698.jpg?width=1920&quality=70&auto=webp,200
https://www.nytimes.com/issue/magazine/2017/03/17/31917-20170319,200
https://www.nytimes.com/issue/magazine/2023/05/01/the-43023-issue,200
https://static01.nyt.com/images/2020/06/05/reader-center/author-shawn-hubler/author-shawn-hubler-thumbLarge-v3.png?quality=75&auto=webp,200
http://www.nytimes.com/indexes/2014/01/26/magazine/index.html,301
https://www.nytimes.com/by/vanessa-friedman,200
https://www.nytimes.com/2025/10/04/nyregion/teenage-girls-dead-subway-surfing.html,200
https://www.nytimes.com/athletic/global-sports/,200
https://www.nytimes.com/2025/10/03/health/kennedy-aaron-siri-vaccines-lawsuits.html,200
https://www.nytimes.com/athletic/5595869/2024/06/27/nba-draft-french-players-first-round/,200
https://static01.nyt.com/images/2025/07/27/magazine/27mag-cover/27mag-cover-blog480.jpg,200
https://www.nytimes.com/subscription/athletic?source=athletic&onboarded=false&redirect_uri=https%3A%2F%2Fwww.nytimes.com%2Fathletic%2Fwelcome2%2F%3Fredirect%3Dhttps%253A%252F%252Fwww.nytimes.com%252Fathletic%252Fnewsletters%252Fthe-athletic-fc%252F,200
https://www.nytimes.com/athletic/newsletters/full-time/,200
